DB Class Key	Common Organism Name	NCBI Taxon ID	Symbol	EntrezGene ID	Mouse MGI ID	HGNC ID	OMIM Gene ID	Genetic Location	Genome Coordinates (mouse: GRCm39 human: GRCh38)	Nucleotide RefSeq IDs	Protein RefSeq IDs	SWISS_PROT IDs
52077878	mouse, laboratory	10090	Ceacam23	381852	MGI:3647191			Chr7 9.15 cM	Chr7:17605692-17652935(+)	XM_006540459,NM_001378684,XM_006540458,NM_001034877,XM_006540460,XM_006540462,XM_006540461,XM_006540457	XP_006540522,XP_006540525,XP_006540524,XP_006540523,NP_001365613,XP_006540521,XP_006540520	
52077878	human	9606	CEACAM21	90273		HGNC:28834	OMIM:618191	Chr19 q13.2	Chr19:41549518-41586844(+)	NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543	XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412	Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0
52077879	mouse, laboratory	10090	Ceacam9	26368	MGI:1347247			Chr7 9.15 cM	Chr7:16455854-16460035(+)	NM_011927	NP_036057	
52077879	human	9606	CEACAM21	90273		HGNC:28834	OMIM:618191	Chr19 q13.2	Chr19:41549518-41586844(+)	NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543,NM_001098506,NM_001288773,NM_001290113,NM_033543	XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412,XP_054185413,NP_001091976,NP_001275702,NP_001277042,NP_291021,XP_005278454,XP_016882919,XP_016882920,XP_016882921,XP_047295564,XP_047295565,XP_047295566,XP_047295567,XP_047295568,XP_054178481,XP_054178482,XP_054178483,XP_054178484,XP_054178485,XP_054178486,XP_054178487,XP_054178488,XP_054178489,XP_054185405,XP_054185406,XP_054185407,XP_054185408,XP_054185409,XP_054185410,XP_054185411,XP_054185412	Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0,Q3KPI0
52077880	mouse, laboratory	10090	Cebpzos	68554	MGI:1915804			Chr17 49.64 cM	Chr17:79223928-79228477(+)	XM_006524847,XM_030250018,NM_001177403,NM_001177402	XP_030105878,NP_001170873,XP_006524910,NP_001170874	Q8BTE5
52077880	human	9606	CEBPZOS	100505876		HGNC:49288		Chr2	Chr2:37191473-37216555(+)	NM_001322374,NM_001322373,NM_001322375,NM_001322376	XP_016858597,XP_054196048,XP_054196049,XP_054196050,NP_001309302,NP_001309303,NP_001309304,NP_001309305,XP_016858595,XP_016858596	A8MTT3
52077881	mouse, laboratory	10090	Cend1	57754	MGI:1929898			Chr7 86.77 cM	Chr7:141006359-141009404(-)	NM_001360485,NM_021316	NP_001347414,NP_067291	Q9JKC6
52077881	human	9606	CEND1	51286		HGNC:24153	OMIM:608213	Chr11 p15.5	Chr11:787115-790113(-)	NM_016564	NP_057648	Q8N111
52077882	mouse, laboratory	10090	Cenpa	12615	MGI:88375			Chr5 16.76 cM	Chr5:30824214-30832181(+)	NM_001302131,NM_001421449,NM_001421447,NM_001302129,XM_036164762,NM_001302132,NM_001421448,NM_007681,NM_001302130	NP_001289058,NP_001408378,NP_001289060,XP_036020655,NP_001408376,NP_001289061,NP_001408377,NP_001289059,NP_031707	O35216
52077882	human	9606	CENPA	1058		HGNC:1851	OMIM:117139	Chr2 p23.3	Chr2:26764289-26801067(+)	NM_001809,NM_001042426	NP_001800,NP_001035891	P49450
52077883	mouse, laboratory	10090	Cenpb	12616	MGI:88376			Chr2 63.29 cM	Chr2:131019209-131021974(-)	NM_007682	NP_031708	P27790
52077883	human	9606	CENPB	1059		HGNC:1852	OMIM:117140	Chr20 p13	Chr20:3783851-3786740(-)	NM_001810	NP_001801	P07199
52077884	mouse, laboratory	10090	Cenpc1	12617	MGI:99700			Chr5 43.56 cM	Chr5:86159883-86213442(-)	XM_030254095,XM_030254096,XM_017320638,XM_017320636,NM_007683,NM_001345904,NM_001421564,NM_001421563,NM_001345902,NM_001345903	XP_030109956,XP_030109955,XP_017176127,XP_017176125,NP_001408493,NP_001408492,NP_031709,NP_001332832,NP_001332831,NP_001332833	P49452
52077884	human	9606	CENPC	1060		HGNC:1854	OMIM:117141	Chr4 q13.2	Chr4:67468762-67545563(-)	NM_001812,NM_001362481	XP_047305482,XP_011529844,NP_001803,NP_001349410,XP_054204748,XP_054204747	Q03188
52077885	mouse, laboratory	10090	Cenpi	102920	MGI:2147897			ChrX 56.08 cM	ChrX:133208833-133263388(+)	NM_001305631,XM_017318340,XM_006528477,NM_145924	XP_017173829,XP_006528540,NP_666036,NP_001292560	Q8K1K4
52077885	human	9606	CENPI	2491		HGNC:3968	OMIM:300065	ChrX q22.1	ChrX:101098167-101181859(+)	NM_006733,NM_001318521,NM_001318523,NM_001386188	XP_054182716,XP_047297912,XP_047297911,XP_047297910,XP_047297909,XP_047297908,XP_047297907,XP_054182726,XP_047297906,XP_047297905,XP_047297904,XP_047297903,XP_016884872,XP_011529197,XP_005262168,NP_006724,NP_001373117,NP_001305452,NP_001305450,XP_054182725,XP_054182724,XP_054182723,XP_054182722,XP_054182721,XP_054182720,XP_054182719,XP_054182718,XP_054182717,XP_054182715	Q92674
52077886	mouse, laboratory	10090	Cep152	99100	MGI:2139083			Chr2 61.76 cM	Chr2:125405008-125467033(-)	XM_036162756,XM_036162757,XM_036162760,XM_036162758,XM_006500473,XM_017319354,NM_001081091,XM_011239871,XM_006500474,XM_011239870	XP_006500536,XP_006500537,XP_036018653,XP_011238172,XP_011238173,NP_001074560,XP_036018650,XP_017174843,XP_036018649,XP_036018651	A2AUM9
52077886	human	9606	CEP152	22995		HGNC:29298	OMIM:613529	Chr15 q21.1	Chr15:48712928-48811146(-)	NM_014985,NM_001194998	NP_001181927,NP_055800,XP_006720500,XP_011519675,XP_011519676,XP_011519677,XP_011519681,XP_011519683,XP_016877504,XP_016877505,XP_024305643,XP_047288208,XP_047288209,XP_047288210,XP_054233504,XP_054233505,XP_054233506,XP_054233507,XP_054233508,XP_054233509,XP_054233510,XP_054233511,XP_054233512,XP_054233513,XP_054233514,XP_054233515	O94986
52077887	mouse, laboratory	10090	Cep250	16328	MGI:108084			Chr2 77.26 cM	Chr2:155798378-155840820(+)	XM_358344,XM_036158613,XM_030247663,XM_006498802,XM_036158623,XM_030247666,NM_001130000,XM_030247667,XM_006498797,XM_006498798,NM_177217,NM_001129999,XM_006498796	NP_001123472,XP_030103526,XP_006498860,XP_006498859,NP_001123471,NP_032409,XP_030103523,XP_006498861,XP_036014506,XP_036014516,XP_030103527,XP_006498865,NP_796191	Q60952
52077887	human	9606	CEP250	11190		HGNC:1859	OMIM:609689	Chr20 q11.22	Chr20:35455164-35519280(+)	NM_001318219,NM_007186,NM_001035518	XP_011526820,NP_001305148,NP_009117,XP_005260319,XP_005260320,XP_005260321,XP_006723753,XP_006723754,XP_006723755,XP_006723756,XP_047295814,XP_047295815,XP_047295816,XP_047295817,XP_047295818,XP_047295819,XP_047295820,XP_054178862,XP_054178863,XP_054178864,XP_054178865,XP_054178866,XP_054178867,XP_054178868,XP_054178869,XP_054178870,XP_054178871,XP_054178872,XP_054178873,XP_054178874,XP_054178875,XP_054178876,XP_054178877,XP_054178878,XP_054178879,XP_054178880,XP_054178881,XP_054178882,XP_054178883,XP_054178884,XP_054178885,XP_011526821,XP_016883106,XP_016883107,XP_016883108,XP_047295809,XP_047295810,XP_047295811,XP_047295812,XP_047295813	Q9BV73
52077888	mouse, laboratory	10090	Cep295nl	58251	MGI:1929713			Chr11 83.09 cM	Chr11:118223186-118233368(-)	NM_021440,XM_006533859,XM_011249166	XP_006533922,XP_011247468,NP_067415	Q497N6
52077888	human	9606	CEP295NL	100653515		HGNC:44659		Chr17 q25.3	Chr17:78890579-78903217(-)	NM_001243541,NM_001243540	XP_054170620,XP_047291040,XP_047291039,NP_001230470,NP_001230469	Q96MC4
52077889	mouse, laboratory	10090	Cep85l	100038725	MGI:3642684			Chr10 27.09 cM	Chr10:53149539-53256043(-)	NM_001204983,XM_006512494,XM_036155444,XM_017313743,XM_017313744	XP_017169233,XP_036011337,XP_017169232,NP_001191912,XP_006512557	A0A1W2P884
52077889	human	9606	CEP85L	387119		HGNC:21638	OMIM:618865	Chr6 q22.31	Chr6:118460772-118710089(-)	NM_001042475,NM_001178035,NM_206921	NP_001171506,XP_054211370,XP_054211371,XP_054211372,XP_054211373,XP_054211374,XP_054211375,XP_054211376,XP_054211377,XP_054211378,XP_054211379,XP_054211380,NP_001035940,NP_996804,XP_005267027,XP_005267028,XP_005267029,XP_011534112,XP_011534113,XP_016866335,XP_047274714,XP_047274715,XP_047274716,XP_047274717,XP_047274718,XP_054211369	Q5SZL2
52077890	mouse, laboratory	10090	Cep95	320162	MGI:2443502			Chr11 70.02 cM	Chr11:106679466-106709687(+)	XM_017314609,NM_001166685,XM_006533544,NM_177088,XM_036156765	XP_036012658,NP_796062,XP_006533607,NP_001160157,XP_017170098	Q8BVV7
52077890	human	9606	CEP95	90799		HGNC:25141		Chr17 q23.3	Chr17:64506762-64542461(+)	NM_001316990,NM_138363	NP_001303919,NP_612372,XP_005257836,XP_016880777,XP_047292968,XP_047292969,XP_047292970,XP_047292971,XP_047292972,XP_047292973,XP_054173686,XP_054173687,XP_054173688,XP_054173689,XP_054173690,XP_054173691,XP_054173692,XP_054173693	Q96GE4
52077891	mouse, laboratory	10090	Cerox1	72834	MGI:1920084			Chr17 12.69 cM	Chr17:25789785-25794017(+)			
52077891	human	9606	CEROX1	115804232		HGNC:53928		Chr16 p13.3	Chr16:974131-981675(-)			
52077892	mouse, laboratory	10090	Cers1	93898	MGI:2136690			Chr8 34.15 cM	Chr8:70768425-70784238(+)	NM_138647	NP_619588	P27545
52077892	human	9606	CERS1	10715		HGNC:14253	OMIM:606919	Chr19 p13.11	Chr19:18868545-18896982(-)	NM_021267,NM_001387445,NM_198207,NM_001387444,NM_001387443,NM_001387442,NM_001387441,NM_001387440,NM_001387439,NM_001290265	NP_001374368,NP_937850,NP_067090,NP_001374374,NP_001374373,NP_001374372,NP_001374371,NP_001374370,NP_001374369,NP_001277194	P27544
52077893	mouse, laboratory	10090	Cetn1	26369	MGI:1347086			Chr18 4.91 cM	Chr18:9618419-9619469(-)	NM_007593	NP_031619	P41209
52077893	human	9606	CETN1	1068		HGNC:1866	OMIM:603187	Chr18 p11.32	Chr18:580380-582114(+)	NM_004066	NP_004057	Q12798
52077894	mouse, laboratory	10090	Cfap141	73545	MGI:1920795			Chr3 39.2 cM	Chr3:89970103-89973182(+)	NM_028567	NP_082843	Q9D9D9
52077894	human	9606	CFAP141	388701		HGNC:32305		Chr1 q21.3	Chr1:154199085-154206333(-)	NM_001010979	NP_001010979	Q5VU69
52077895	mouse, laboratory	10090	Cfap144	75429	MGI:1922679			Chr11 36.3 cM	Chr11:58683628-58692786(-)	NM_029283,NM_001162878	NP_001156350,NP_083559	Q5NC57
52077895	human	9606	CFAP144	440585		HGNC:34347	OMIM:621114	Chr1 p34.2	Chr1:43142962-43156396(+)	NM_001101376	XP_054192653,NP_001094846,XP_005270932,XP_005270933,XP_054192654	A6NL82
52077895	human	9606	CFAP144P1	340286		HGNC:34511		Chr7 p14.1	Chr7:38685346-38687089(-)	NM_001105282		Q6ZVS7
52077896	mouse, laboratory	10090	Cfap20dc	74430	MGI:1926154			Chr14 4.87 cM	Chr14:13803533-14038581(+)	XM_006518107,XM_011244773,XM_011244772,NM_028934,XM_006518106,XM_030248080	XP_006518169,NP_083210,XP_006518170,XP_030103940,XP_011243075,XP_011243074	Q6P2K3
52077896	human	9606	CFAP20DC	200844		HGNC:24763		Chr3 p14.2	Chr3:58716173-59050084(-)	NM_198463,NM_001394063,NM_001351530,NM_001351531,NM_001351532,NM_001351533,NM_001351534	NP_001338459,NP_001338460,NP_001338461,NP_001338462,NP_001338463,NP_001380992,NP_940865,XP_005264986,XP_011531757,XP_011531758,XP_054201591,XP_011531759,XP_011531760,XP_054201590,XP_011531761,XP_011531762,XP_024309153,XP_024309154,XP_047303611,XP_047303612,XP_047303613,XP_047303614,XP_047303615,XP_054201578,XP_054201579,XP_054201580,XP_054201581,XP_054201582,XP_054201583,XP_054201584,XP_054201585,XP_054201586,XP_054201587,XP_054201588,XP_054201589	Q6ZVT6
52077897	mouse, laboratory	10090	Cfap44	212517	MGI:1277238			Chr16 28.72 cM	Chr16:44215159-44302791(+)	XM_006521967,XM_006521963,NM_001033247,XM_006521964,XM_011245864,XM_017316924,XM_358841	XP_017172413,XP_011244166,XP_006522030,XP_006522027,XP_006522026,NP_001028419	E9Q5M6
52077897	human	9606	CFAP44	55779		HGNC:25631	OMIM:617559	Chr3 q13.2	Chr3:113286930-113441610(-)	NM_001164496,NM_018338	NP_060808,NP_001157968	Q96MT7
52077898	mouse, laboratory	10090	Cfap46	212124	MGI:2444387			Chr7 84.57 cM	Chr7:139180867-139263733(-)	XM_017322099,NM_001302546,XM_036152877,XM_017322100,XM_133957,XM_017322097,XM_017322101	XP_017177589,XP_036008770,XP_017177590,XP_017177586,XP_017177588,NP_001289475	
52077898	human	9606	CFAP46	54777		HGNC:25247	OMIM:618543	Chr10 q26.3	Chr10:132808392-132942823(-)	NM_173572,NM_001200049,NM_017609	XP_047281354,NP_001186978,XP_047281342,XP_047281343,XP_047281344,XP_047281345,XP_047281346,XP_047281347,XP_047281348,XP_047281349,XP_047281350,XP_047281351,XP_047281352,XP_047281353,XP_054222123,XP_054222124,XP_054222125,XP_054222126,XP_054222127,XP_054222128,XP_054222129,XP_054222130,XP_054222131,XP_054222132,XP_054222133,XP_054222134,XP_054222135	Q8IYW2
